    453.17      241.77        0.67       32.16        0.05        0.05     1164.86
   1095.73      294.98        0.68       32.36        0.02        0.02     2816.54
   1907.73      351.81        0.70       32.47        0.01        0.01     4903.79
    230.31      511.17        1.57       24.65        0.18        0.18      592.01
   1626.31      609.62        0.79       28.73        0.02        0.01     4180.39
    160.44      768.97        0.75       14.08        0.08        0.06      412.41
     52.08      786.24        0.88       11.26        0.22        0.18      133.87
     67.48      911.90        0.78       11.18        0.15        0.14      173.45
    125.16      934.85        1.01       15.54        0.13        0.13      321.73
    485.59     1121.38        0.98       17.57        0.04        0.03     1248.21
    186.37     1239.36        0.84       13.54        0.07        0.06      479.05
    158.06     1379.10        0.96       11.48        0.08        0.06      406.29
   1658.42     1462.28        1.08       26.43        0.02        0.01     4262.95
     97.85     1510.91        1.33       10.26        0.16        0.13      251.53
     28.02     1663.06        0.89        5.72        0.22        0.20       72.02
    116.28     1731.38        1.12       10.00        0.11        0.09      298.88
    591.14     1766.36        1.21       16.29        0.04        0.03     1519.51
     85.77     1849.23        1.29        7.81        0.14        0.09      220.48
     43.75     2104.99        1.48        6.30        0.26        0.17      112.46
     50.19     2120.94        1.49        6.26        0.20        0.18      129.02
    166.24     2206.47        1.21        8.81        0.07        0.06      427.31
     54.70     2450.50        1.37        5.97        0.18        0.17      140.62
    418.03     2617.59        1.49       15.56        0.06        0.05     1074.53
